track_id,track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_pct,valence_pct,energy_pct,acousticness_pct,instrumentalness_pct,liveness_pct,speechiness_pct,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts
385,Rain Roads,Taylor Swift,1,2024,9,15,1676,28,102468333,71,G#,Major,57,15,96,18,17,13,19,651,17,612,10,14
386,Summer Days,Drake,1,2018,6,21,3914,41,263536926,94,F#,Minor,61,17,95,1,22,19,19,1271,45,1820,16,46
387,Love Skies,Justin Bieber,1,2024,10,4,2918,70,149594547,161,D,Minor,49,65,62,18,30,10,33,1055,28,776,17,13
388,Fire Days,Justin Bieber,1,2024,3,21,2724,5,24606320,96,C#,Minor,51,68,97,51,6,38,10,1540,12,1106,6,1
389,Ocean Feelings,"Morgan Wallen, Taylor Swift",2,2018,1,25,5467,34,223780646,87,G#,Minor,30,35,32,61,48,33,12,1874,40,2076,0,50
390,Stars Times,Bruno Mars,1,2023,11,18,2465,1,13638431,60,D#,Major,49,64,64,18,22,23,16,815,9,568,13,2
391,Heart Hills,Future,1,2019,2,10,1474,29,32044727,195,F,Major,74,29,53,79,18,27,8,848,1,562,5,6
392,Dance Vibes (feat. DJ),"Travis Scott, Future, Coldplay",3,2023,3,11,2319,23,24768381,169,B,Minor,38,21,56,16,11,29,24,1250,15,1030,3,9
393,Neon Waves,Adele,1,2023,3,26,2280,68,214837823,81,A,Minor,87,83,43,89,5,20,25,1049,34,822,14,24
394,Love Shadows,Taylor Swift,1,2024,2,2,2615,27,45421001,167,D#,Major,48,17,32,15,44,14,26,1464,4,754,4,8
395,Sunset Shadows,Morgan Wallen,1,2019,10,3,2954,46,126620982,98,D,Minor,37,77,53,60,26,26,30,1011,15,659,36,26
396,Forever Feelings,J. Cole,1,2024,1,20,1690,0,32182290,126,A,Minor,49,64,35,34,5,38,26,707,13,682,14,8
397,Ocean Memories,"Ariana Grande, Maroon 5",2,2020,12,18,3638,40,157697734,155,A#,Minor,44,44,28,13,4,28,40,1803,25,1630,10,3
398,Summer Eyes,"Zach Bryan, The Weeknd",2,2019,4,20,981,9,16542418,128,C#,Major,92,71,20,6,20,10,21,349,6,384,1,3
399,Crystal Days,"Taylor Swift, Zach Bryan, Bruno Mars, Maroon 5",4,2021,6,5,2309,16,17724710,69,E,Major,39,69,25,80,5,19,15,1252,4,478,12,7
400,Fire Rivers,Future,1,2023,11,17,1426,4,49990973,159,D#,Major,29,29,87,80,31,11,2,572,11,551,13,0
401,Velvet Vibes,"Post Malone, Adele",2,2022,3,10,1119,2,17326870,173,A#,Major,35,82,77,5,23,23,27,395,14,310,15,4
402,Stars Streets,"Maroon 5, 21 Savage",2,2023,6,12,1462,16,26809019,62,D,Major,57,58,35,72,25,9,16,636,1,564,1,3
403,Dreams Shadows,"Coldplay, Future",2,2023,8,4,2924,12,13611201,147,A,Minor,47,70,29,35,29,7,36,1551,6,937,2,5
404,Rain Lights,"Post Malone, Billie Eilish, J. Cole",3,2024,7,2,3931,15,90062307,124,A#,Major,30,28,23,35,25,10,21,1430,6,1809,13,4
405,Sunset Rivers,Metro Boomin,1,2024,3,27,2073,24,9719667,181,G#,Major,75,55,88,49,0,40,40,806,6,631,13,7
406,Silver Dreams,Doja Cat,1,2023,12,24,1392,28,26740902,164,E,Major,77,26,96,57,40,11,4,609,4,486,10,1
407,Sunset Skies (Deluxe),"Olivia Rodrigo, Doja Cat",2,2021,6,7,2373,46,102607970,187,A#,Minor,72,62,60,45,34,32,35,723,19,832,7,44
408,Fire Streets,Chris Stapleton,1,2020,10,6,2159,9,73043649,86,C#,Major,72,23,78,79,34,11,42,1195,13,842,3,1
409,Night Eyes (feat. DJ),The Chainsmokers,1,2020,8,18,2982,11,35531038,155,D#,Minor,54,94,48,39,50,31,45,1760,14,965,12,0
410,Sunset Memories,Beyoncé,1,2020,6,27,646,40,130897626,160,D#,Minor,26,83,69,16,40,29,13,258,36,321,15,35
411,Sunset Times,"Imagine Dragons, Kygo, Billie Eilish",3,2023,9,4,1188,33,101713267,83,C,Minor,21,90,90,19,1,39,7,654,10,575,13,5
412,Stars Streets,Avicii,1,2023,3,8,4949,38,197234984,126,A#,Major,55,20,33,80,1,11,9,1772,15,2068,24,49
413,Stars Eyes,"Marshmello, BTS, Dua Lipa",3,2020,2,16,2875,2,124368931,167,F#,Minor,77,30,38,38,0,16,44,1219,31,1402,4,13
414,Night Feelings (Acoustic),Avicii,1,2022,10,20,2260,16,41953173,65,G#,Major,47,56,29,27,1,25,10,1180,3,582,0,8
415,Stars Ways,SZA,1,2020,2,12,722,55,101123713,110,A#,Minor,70,23,89,75,19,15,15,327,25,344,16,11
416,Electric Waves,Morgan Wallen,1,2021,6,20,2039,13,27445238,102,C,Minor,95,62,52,77,41,38,24,733,11,636,2,7
417,Fire Lights,Imagine Dragons,1,2020,4,3,1020,3,47173469,142,D#,Major,69,46,92,27,33,18,8,308,0,423,6,7
418,Ocean Vibes,Daft Punk,1,2023,11,25,3026,10,51647088,130,F#,Major,35,67,36,76,20,29,17,1087,1,1333,15,0
419,Love Roads (Live),Avicii,1,2021,7,2,5093,8,176880821,148,F#,Major,91,50,78,78,3,30,21,2245,26,2123,17,20
420,Golden Dreams,"21 Savage, David Guetta, J. Cole, BTS",4,2020,1,5,2771,27,93103838,154,G#,Major,26,43,20,14,3,24,6,1402,13,742,2,3
421,Ocean Clouds,Kendrick Lamar,1,2020,3,19,1736,18,42033063,195,D#,Minor,82,45,56,61,14,10,18,983,13,678,3,8
422,Dreams Shadows,Zach Bryan,1,2024,11,21,2393,2,48606619,158,D#,Minor,33,53,41,75,48,38,34,1415,1,631,6,7
423,Electric Moments (Remix),"Adele, Bruno Mars",2,2024,4,12,4406,51,182843777,86,D,Minor,33,24,45,2,29,16,19,1570,17,1440,19,36
424,Crystal Streets,The Weeknd,1,2019,9,3,1294,4,50458796,129,F,Major,26,93,63,54,12,23,14,542,13,455,1,7
425,Dance Rivers,Imagine Dragons,1,2022,2,22,2161,1,19914757,85,E,Major,71,60,65,12,14,22,33,1228,18,604,2,8
426,Rain Shadows,Olivia Rodrigo,1,2023,5,24,1447,16,5895907,103,F,Major,41,33,57,58,9,5,44,828,19,496,9,3
427,Love Nights (Remix),Calvin Harris,1,2020,1,20,1867,31,161919121,134,D#,Major,38,22,27,38,47,26,30,824,2,832,36,43
428,Dance Hills,"David Guetta, Daft Punk",2,2022,6,10,1987,61,108485257,97,F#,Major,38,55,78,3,15,32,25,663,43,706,40,1
429,Midnight Feelings (Deluxe),"Olivia Rodrigo, Doja Cat",2,2024,8,17,1109,12,23622578,193,B,Minor,35,65,73,72,50,27,20,528,8,324,1,9
430,Stars Streets,"BTS, Tiësto, 21 Savage",3,2022,5,20,622,38,104249660,70,D#,Minor,95,25,21,62,19,5,29,277,4,273,0,29
431,Love Memories,Shakira,1,2021,5,26,2518,2,95152242,80,E,Major,24,70,60,31,43,29,29,1294,4,1255,6,6
432,Forever Dreams,"Imagine Dragons, Dua Lipa, Kendrick Lamar",3,2022,11,11,1558,24,52552342,138,C#,Minor,92,90,74,69,11,29,29,560,4,506,6,4
433,Electric Lights,Dua Lipa,1,2023,6,15,1279,0,50175549,95,A,Minor,51,84,80,47,8,39,38,733,0,623,13,1
434,Midnight Moments,Rihanna,1,2018,9,15,1911,8,9666997,183,B,Minor,27,25,89,86,32,8,15,1049,20,443,3,4
435,Neon Moments,Martin Garrix,1,2023,3,10,2305,15,70574371,90,G#,Major,51,36,28,60,1,37,30,1122,6,540,0,2
436,Heart Eyes,Imagine Dragons,1,2024,4,27,2078,19,58447418,65,D,Major,50,31,80,89,34,17,32,1048,19,492,4,10
437,Heart Roads,Calvin Harris,1,2023,7,13,1875,9,22348970,173,C,Minor,37,69,73,35,0,15,24,819,18,594,9,0
438,Rain Shadows (Deluxe),"Tiësto, Martin Garrix",2,2021,2,6,1659,20,59747743,137,F#,Major,81,58,75,77,42,16,38,855,10,560,4,4
439,Dance Moments,"Metro Boomin, Lil Baby, Martin Garrix",3,2022,10,12,2258,20,100888947,119,B,Major,33,32,64,53,4,8,41,834,42,523,30,20
440,Dreams Streets (Deluxe),Kendrick Lamar,1,2023,1,6,1930,14,30585414,124,G,Minor,56,38,40,20,27,38,14,797,20,718,6,3
441,Heart Days,Harry Styles,1,2020,1,12,2712,21,68650931,181,G#,Minor,65,89,86,17,4,33,29,1407,20,972,6,3
442,Dreams Roads,Kanye West,1,2023,5,4,1267,1,24804741,159,B,Minor,28,30,51,9,34,20,35,608,10,261,9,4
443,Midnight Dreams,Diplo,1,2023,2,19,5078,4,171488949,112,G#,Minor,27,40,78,9,36,7,24,2038,16,1321,3,8
444,Ocean Vibes (Live),"Ed Sheeran, Diplo, Chris Stapleton",3,2024,5,24,1501,15,8944148,118,C,Major,23,35,83,77,24,6,37,678,20,457,15,4
445,Midnight Moments,Calvin Harris,1,2022,3,4,672,11,40147710,83,A,Major,49,62,83,72,2,5,17,240,13,319,7,3
446,Stars Streets,Drake,1,2018,6,20,1460,37,193344211,79,C#,Minor,89,36,78,90,47,27,16,494,25,501,7,42
447,Velvet Eyes (feat. DJ),"The Chainsmokers, Lady Gaga",2,2022,5,11,4161,22,79915857,193,D#,Minor,90,36,30,47,46,14,4,2434,15,1181,6,2
448,Electric Feelings,Beyoncé,1,2023,5,9,2870,26,73225209,64,F#,Minor,76,15,43,26,24,16,44,1691,1,814,12,7
449,Forever Memories,OneRepublic,1,2021,1,20,4371,27,121647338,169,B,Major,33,80,64,86,18,39,31,2304,21,1825,39,27
450,Silver Rivers,OneRepublic,1,2024,8,24,1048,0,24944385,135,F,Minor,24,88,50,46,17,21,43,402,8,236,7,8
451,Heart Eyes,Zach Bryan,1,2021,5,28,1898,1,30293707,74,A,Major,55,88,85,40,4,33,13,1119,15,742,6,6
452,Dance Hills,"Kendrick Lamar, Rihanna",2,2023,3,28,2641,29,112584123,141,C,Major,27,43,47,2,43,27,36,882,2,674,32,28
453,Summer Shadows,Metro Boomin,1,2022,2,17,1349,26,13875112,66,F,Minor,62,62,98,47,30,23,41,680,2,529,9,2
454,Night Eyes (Deluxe),The Weeknd,1,2018,10,7,2695,24,50809609,68,A#,Major,68,93,25,9,14,37,38,1408,18,1115,6,6
455,Sunset Skies (Deluxe),Kanye West,1,2023,10,16,1747,26,98034799,176,F,Major,50,66,67,46,5,27,37,825,7,521,11,3
456,Golden Hills,Tiësto,1,2022,7,8,3283,16,144557613,95,A,Minor,56,53,55,15,5,31,28,1896,15,1421,26,43
457,Rain Nights (Remix),"Tiësto, Zedd, David Guetta, J. Cole",4,2020,7,9,2146,4,112165389,191,G#,Minor,74,55,31,51,44,40,17,1180,1,873,4,8
458,Wild Lights,Metro Boomin,1,2023,12,2,1839,11,27755930,182,B,Major,43,85,80,10,9,5,39,1075,13,715,13,4
459,Electric Clouds,Zedd,1,2020,12,19,3386,43,115431751,169,E,Minor,69,50,37,18,2,18,29,1064,33,1588,37,32
460,Ocean Lights,Martin Garrix,1,2021,2,10,2314,7,44161013,87,D#,Minor,38,22,41,70,32,15,3,1308,9,1114,8,9
461,Love Hills (Remix),"Skrillex, Kygo, Doja Cat",3,2021,5,19,611,9,92667085,127,C#,Major,55,95,29,45,5,19,6,351,3,203,13,7
462,Wild Ways,Adele,1,2023,11,25,1588,10,26285297,69,A#,Major,51,27,90,48,14,17,18,901,1,524,10,3
463,Fire Hills,Calvin Harris,1,2020,2,17,2484,6,19456721,157,A#,Major,64,71,82,84,11,24,16,1274,1,808,8,9
464,Neon Clouds,Rihanna,1,2022,5,4,2090,28,22821853,123,A#,Minor,34,32,74,40,42,12,24,1189,9,681,14,5
465,Stars Hills (Live),21 Savage,1,2023,11,8,257,25,10126622,141,F#,Minor,76,64,66,33,3,22,33,108,17,110,8,10
466,Night Eyes,Morgan Wallen,1,2020,3,18,1986,3,56817461,198,C,Major,68,21,57,45,49,40,6,1160,19,761,4,9
467,Rain Shadows,J. Cole,1,2024,9,13,2164,13,29708896,194,C#,Minor,82,15,35,36,19,6,16,789,7,1043,1,0
468,Night Ways (Live),"Kanye West, Beyoncé",2,2023,3,27,3111,2,84166082,160,D#,Minor,61,64,80,2,19,22,31,1002,13,641,4,1
469,Silver Hills,Doja Cat,1,2022,4,14,1829,16,61214019,199,B,Major,77,38,88,3,25,19,30,682,0,910,12,5
470,Heart Eyes,Lady Gaga,1,2023,2,4,3268,27,53182976,181,G#,Major,27,73,47,52,19,26,11,1904,18,898,4,6
471,Silver Dreams,Bad Bunny,1,2018,12,7,1888,30,132973131,80,C#,Minor,29,58,31,1,10,38,9,748,45,651,35,47
472,Heart Memories (Live),Billie Eilish,1,2020,9,16,1722,17,40900488,129,G#,Minor,67,82,98,21,9,23,35,732,0,497,13,4
473,Ocean Shadows,Future,1,2021,8,7,2322,17,121970696,166,D,Major,80,18,15,39,44,17,14,811,45,1042,0,20
474,Electric Lights,21 Savage,1,2023,10,6,381,17,14935468,132,F#,Minor,67,89,66,32,35,39,43,215,11,148,6,4
475,Silver Moments,Lil Baby,1,2020,3,9,2297,24,48990393,181,D#,Major,20,39,42,11,39,14,11,952,18,991,8,9
476,Love Lights,Billie Eilish,1,2024,3,17,1030,15,60000416,160,F#,Minor,80,55,54,66,20,38,7,410,16,440,7,8
477,Dance Moments (Deluxe),"Skrillex, Billie Eilish",2,2022,12,26,1233,11,55445282,114,A,Major,68,57,37,1,12,33,25,435,11,563,11,6
478,Silver Eyes,Martin Garrix,1,2024,5,17,1383,1,13179782,130,A#,Major,93,13,75,77,40,34,33,683,20,475,1,4
479,Velvet Feelings,Justin Bieber,1,2018,12,5,2730,27,62927665,84,G#,Minor,44,93,93,2,21,25,12,916,14,1068,1,5
480,Crystal Story (Live),"Zedd, Lady Gaga",2,2022,11,22,2090,26,9943297,173,C,Minor,45,74,67,22,40,5,21,1104,4,875,2,2
481,Heart Lights,Travis Scott,1,2023,2,19,2326,2,40510654,62,D#,Minor,78,20,46,39,43,17,10,827,18,902,0,2
482,Forever Nights,Bruno Mars,1,2022,7,8,1532,6,25122288,83,G,Minor,94,56,59,82,33,33,42,541,9,425,14,4
483,Silver Clouds,"Future, Bad Bunny",2,2022,12,14,1877,10,67441253,191,D#,Minor,47,69,48,4,7,38,44,957,16,686,8,1
484,Stars Streets,Kanye West,1,2021,7,22,2321,41,181825096,167,G,Minor,63,92,27,23,22,24,12,1184,40,714,0,10
485,Love Streets (Live),Marshmello,1,2022,12,14,2144,19,59003375,87,F#,Minor,54,83,66,75,1,15,34,860,12,621,7,8
486,Crystal Days (Deluxe),"Billie Eilish, Diplo, Metro Boomin",3,2023,3,22,3839,1,84035925,177,F#,Major,78,10,33,25,11,24,21,2269,9,1680,4,5
487,Rain Waves,Harry Styles,1,2020,11,18,1981,17,30315065,122,C#,Minor,36,50,32,51,49,25,20,1002,6,938,12,7
488,Ocean Clouds,"Future, OneRepublic",2,2021,11,24,2262,28,45966993,60,A,Minor,29,92,44,17,31,17,4,1091,7,702,10,8
489,Dreams Lights,Olivia Rodrigo,1,2020,3,10,2016,30,42751948,81,F,Major,71,11,35,40,8,37,26,1182,5,502,3,7
490,Neon Clouds,Future,1,2019,7,9,1856,25,55369810,196,F,Major,42,64,83,49,43,10,11,1003,14,650,15,5
491,Silver Ways,Taylor Swift,1,2023,12,28,1889,27,62574174,168,F,Minor,23,79,49,22,18,27,28,844,11,406,11,4
492,Forever Memories,The Weeknd,1,2021,1,18,1984,2,43629438,130,F,Minor,51,77,87,58,2,9,22,913,4,829,15,6
493,Ocean Feelings,Lady Gaga,1,2024,2,11,2642,32,135770211,109,A,Minor,58,88,80,69,50,20,5,1364,47,1228,27,7
494,Rain Waves,Lady Gaga,1,2023,3,9,2558,19,96031561,164,D#,Major,73,94,31,35,17,34,40,1073,5,1032,8,0
495,Summer Times,Kanye West,1,2021,2,20,1421,13,66546697,63,F,Minor,60,54,71,19,29,36,15,696,10,515,15,8
496,Midnight Ways,Kygo,1,2023,10,3,1719,11,89473980,175,A#,Minor,23,29,94,74,10,27,38,558,16,534,9,5
497,Love Eyes,OneRepublic,1,2022,4,13,777,3,48811531,100,B,Minor,90,62,60,27,26,22,22,325,6,386,9,2
498,Heart Lights,Zach Bryan,1,2022,4,28,1087,14,61345218,133,C,Minor,79,93,37,87,6,29,39,419,14,268,5,6
499,Sunset Waves,J. Cole,1,2018,4,5,3932,52,105141503,180,A#,Major,67,12,91,83,24,40,34,2294,20,1505,10,36
500,Electric Shadows (feat. DJ),"Doja Cat, Billie Eilish",2,2020,12,7,1810,2,31715953,173,D#,Major,79,74,97,14,38,26,12,1028,6,675,14,3
501,Dreams Story (Live),Beyoncé,1,2024,8,28,1343,22,33860127,183,B,Major,57,60,20,46,25,37,42,619,19,529,0,7
502,Heart Feelings,J. Cole,1,2021,10,25,2122,11,33839767,113,E,Major,62,92,24,58,45,36,17,899,10,514,7,7
503,Forever Streets,Chris Stapleton,1,2022,5,19,2049,9,51721913,100,A,Minor,80,66,52,19,47,13,11,630,11,756,9,4
504,Midnight Ways,Skrillex,1,2018,4,19,1399,0,30755139,103,F,Major,95,74,55,66,23,29,33,528,16,592,12,7
505,Crystal Hills,J. Cole,1,2024,1,22,1474,8,14567826,177,A,Major,87,39,40,46,42,7,27,711,3,582,11,7
506,Wild Rivers,Kanye West,1,2022,9,28,3846,7,153966916,106,B,Major,49,68,37,5,38,22,37,1669,33,1055,16,47
507,Rain Vibes (feat. DJ),Travis Scott,1,2022,1,7,1837,3,27831804,182,C#,Minor,30,70,40,12,34,18,40,847,1,543,2,3
508,Love Roads,David Guetta,1,2024,12,15,1156,25,62028823,129,G,Major,62,74,76,65,18,24,18,566,14,575,8,6
509,Dance Skies,Kygo,1,2023,2,25,993,15,32582502,137,C#,Minor,63,91,83,23,12,11,16,445,5,218,13,10
510,Forever Lights (Live),Olivia Rodrigo,1,2019,5,20,3779,4,40679401,100,F,Minor,73,44,44,33,30,24,25,1500,6,1624,5,2
511,Golden Lights,Post Malone,1,2022,7,25,2062,13,33242939,111,D#,Minor,57,57,18,41,27,29,22,837,4,1015,8,0
512,Rain Days,Daft Punk,1,2022,5,4,1555,10,13707060,159,B,Minor,51,45,92,75,24,8,8,803,18,530,1,10
513,Dance Skies,Drake,1,2024,2,16,4040,23,53755774,111,G#,Major,76,41,56,73,34,21,37,1713,4,1867,9,9
514,Love Moments (Remix),"Martin Garrix, Metro Boomin",2,2024,12,23,4264,46,135604244,142,G,Major,78,56,57,25,43,21,18,2437,28,1808,13,11
515,Stars Feelings,"Skrillex, The Weeknd",2,2022,8,26,3774,11,27760311,185,E,Minor,28,19,87,11,35,12,36,1150,13,1882,10,8
516,Silver Streets,"Billie Eilish, Harry Styles",2,2024,2,25,3775,59,110915347,106,A#,Minor,78,77,70,2,25,23,2,1643,47,927,21,4
517,Love Times,"Diplo, The Weeknd",2,2020,4,19,1731,26,54199374,97,D#,Minor,43,22,18,68,38,7,10,817,11,810,4,3
518,Dreams Lights (feat. DJ),Kygo,1,2023,4,10,1386,8,27706301,172,C#,Minor,23,66,41,48,3,33,30,512,6,598,0,2
519,Midnight Roads (Remix),Imagine Dragons,1,2024,9,19,1981,15,46524034,108,D#,Major,84,56,76,32,32,12,31,1034,11,841,10,6
520,Sunset Clouds (Remix),The Weeknd,1,2021,5,27,1328,27,16506146,159,G,Major,55,92,56,5,9,20,13,658,7,663,2,10
521,Crystal Moments,Avicii,1,2022,1,2,4071,47,142318173,98,B,Major,66,24,35,3,31,18,21,1975,10,1326,11,33
522,Dance Dreams,Imagine Dragons,1,2023,6,1,1058,27,38273027,194,D,Major,32,11,59,28,5,31,6,363,13,226,12,9
523,Velvet Streets,"BTS, Calvin Harris, OneRepublic",3,2023,11,1,2475,10,48233261,186,B,Major,36,38,80,16,9,19,44,1229,11,1205,3,7
524,Midnight Eyes (Remix),"Harry Styles, Morgan Wallen",2,2020,5,6,1822,22,72774995,143,F#,Minor,38,84,19,49,40,8,14,1078,18,648,8,2
525,Night Times,Justin Bieber,1,2021,10,16,3725,73,134877035,172,C#,Minor,85,53,58,23,16,26,33,1570,13,1251,16,34
526,Heart Lights (Acoustic),Zach Bryan,1,2019,6,14,3488,17,49754606,200,B,Minor,36,54,54,57,27,40,7,1178,7,1717,3,1
527,Crystal Days,Tiësto,1,2023,1,7,2272,16,57337830,102,F,Major,32,31,96,81,39,19,11,1039,17,701,7,8
528,Rain Ways,"Kygo, Kanye West, OneRepublic",3,2024,7,10,1370,53,127212588,79,E,Minor,46,88,91,8,3,31,10,778,29,406,19,0
529,Fire Times,Post Malone,1,2020,7,13,2235,30,57493764,98,D#,Minor,38,45,56,1,40,12,35,1306,4,1045,3,9
530,Ocean Hills,Bruno Mars,1,2022,2,18,2022,2,83045685,125,C#,Minor,74,84,36,90,44,36,20,1140,10,935,1,6
531,Dreams Dreams (Acoustic),SZA,1,2020,11,16,1006,8,58865237,124,F,Major,21,22,77,31,37,36,16,556,8,474,10,6
532,Dance Feelings (Live),Zedd,1,2022,10,13,935,29,90312132,84,C#,Major,66,84,92,53,25,7,24,467,1,355,3,9
533,Silver Rivers,"J. Cole, Marshmello",2,2021,11,24,3536,0,84075720,176,E,Minor,64,55,46,35,28,8,22,1729,10,812,13,0
534,Dance Nights,Marshmello,1,2023,9,21,2431,24,74475498,150,A,Major,60,49,27,11,40,30,22,983,5,1102,2,5
535,Fire Clouds,Diplo,1,2024,8,12,3645,30,87979017,135,G#,Major,70,89,24,25,5,10,40,1277,0,850,9,8
536,Dance Moments (Deluxe),Lil Baby,1,2021,3,13,1133,23,41670695,117,G,Major,51,80,34,85,17,6,33,616,9,435,2,5
537,Summer Times,"SZA, Beyoncé",2,2023,3,1,2847,26,34196408,107,G#,Minor,93,59,48,90,50,28,18,1229,17,1040,6,6
538,Summer Lights,OneRepublic,1,2019,12,5,2639,22,96268246,181,G#,Minor,33,87,44,44,45,40,16,987,17,986,3,8
539,Night Streets,Marshmello,1,2022,7,3,751,28,16990462,130,A,Minor,23,86,77,55,45,13,27,303,4,164,11,1
540,Forever Skies,Olivia Rodrigo,1,2021,4,19,4044,18,191467028,73,B,Minor,95,25,24,78,4,38,28,2142,43,1520,0,39
541,Rain Times (feat. DJ),Morgan Wallen,1,2023,1,21,2324,51,104685041,181,D,Minor,43,22,54,45,11,32,18,1097,43,734,26,24
542,Dance Clouds,David Guetta,1,2021,11,21,1920,24,16270833,75,A#,Minor,32,31,15,67,0,5,22,630,8,395,1,8
543,Silver Roads,Coldplay,1,2019,3,7,2896,44,109415636,105,G,Major,84,29,71,3,39,7,36,953,43,1372,38,23
544,Forever Feelings,"BTS, Adele",2,2020,9,6,2164,19,22425022,200,F#,Minor,34,95,85,8,21,20,25,749,19,1030,14,10
545,Neon Days (Remix),Post Malone,1,2021,8,26,3071,66,130054523,196,G#,Minor,89,92,40,36,20,13,30,1005,41,909,33,36
546,Sunset Clouds,Chris Stapleton,1,2019,1,16,1422,15,18207330,74,G#,Major,44,21,54,75,47,39,13,686,9,496,9,10
547,Night Skies,J. Cole,1,2024,7,7,5216,55,155598774,71,D#,Major,78,33,43,40,4,18,33,2720,33,2372,32,23
548,Ocean Story,Olivia Rodrigo,1,2021,12,4,2168,7,24646323,155,F#,Major,39,28,91,31,39,21,29,1079,10,1073,12,3
549,Forever Days (Acoustic),Future,1,2022,1,14,2324,24,53437204,174,D,Major,29,91,29,14,10,36,6,1037,19,472,12,0
550,Fire Ways (Live),Justin Bieber,1,2021,5,10,1650,24,60743764,92,G#,Major,80,71,28,14,14,7,26,554,6,800,15,3
551,Dreams Times,Justin Bieber,1,2021,12,5,4308,24,76667930,63,D,Minor,52,32,59,59,12,8,27,2551,6,1798,1,9
552,Forever Rivers,Coldplay,1,2020,4,11,3500,3,132871543,133,G#,Major,38,80,55,7,7,9,28,1964,4,1585,38,33
553,Ocean Nights (Acoustic),Martin Garrix,1,2021,3,4,1945,12,20844004,199,C#,Major,80,83,97,49,18,29,30,1032,3,889,1,9
554,Neon Dreams,Luke Combs,1,2024,11,15,3128,19,161920542,104,F#,Minor,40,57,17,55,19,14,4,1364,23,835,18,40
555,Velvet Times (feat. DJ),Marshmello,1,2023,6,7,893,14,55727253,162,D,Major,51,37,39,72,12,28,31,523,14,275,10,10
556,Golden Eyes,"Daft Punk, Maroon 5",2,2020,2,18,3144,28,87921846,146,G#,Major,69,76,70,23,28,6,15,1728,19,1017,6,3
557,Fire Ways (Deluxe),Coldplay,1,2023,11,13,3195,59,132091058,195,B,Major,32,18,25,2,0,8,23,1194,47,764,31,20
558,Golden Days (feat. DJ),Harry Styles,1,2021,2,12,4817,57,196637279,100,D,Major,73,25,83,79,26,15,37,2131,45,1216,19,6
559,Dance Times (feat. DJ),Daft Punk,1,2024,2,25,1135,5,9127530,106,G,Major,82,95,87,44,21,10,25,601,18,461,11,7
560,Ocean Eyes,Ed Sheeran,1,2024,2,26,2714,20,64494643,166,D,Minor,52,34,80,35,33,6,33,1075,2,831,15,0
561,Summer Eyes,"Adele, Drake, Lil Baby",3,2024,6,2,2222,2,66395022,64,E,Minor,45,70,63,49,2,22,26,888,1,531,0,9
562,Crystal Waves,Miley Cyrus,1,2021,6,24,1097,15,46728171,141,G#,Major,22,26,28,31,4,16,25,421,2,519,2,10
563,Summer Vibes (Remix),Ed Sheeran,1,2023,12,26,2100,58,103816487,91,C,Major,45,20,38,11,45,10,2,1027,21,915,6,39
564,Rain Memories (Live),"OneRepublic, SZA",2,2021,9,7,2282,63,120756074,173,D,Major,30,32,40,33,9,39,38,1099,11,777,37,3
565,Dreams Days,Doja Cat,1,2021,4,6,1222,16,73830725,195,C,Minor,56,30,23,7,4,36,24,601,6,400,11,3
566,Sunset Vibes,Morgan Wallen,1,2024,8,1,1169,24,16502689,127,B,Minor,77,55,76,47,31,24,33,672,11,478,2,9
567,Rain Times,Adele,1,2018,6,14,1958,51,138535198,158,F#,Major,37,50,63,80,9,30,25,859,29,657,9,47
568,Fire Moments,Taylor Swift,1,2020,2,1,3403,8,57900467,200,E,Major,44,72,92,63,27,32,12,1365,0,1188,5,4
569,Heart Vibes (Live),"David Guetta, Drake, Shakira",3,2023,3,8,3891,1,192201428,169,A,Major,36,77,51,43,46,28,10,2284,40,963,40,19
570,Neon Vibes,Lady Gaga,1,2021,4,7,1330,29,68685072,147,A,Minor,44,26,56,80,36,19,39,746,10,518,15,4
571,Summer Hills,Diplo,1,2024,6,17,2042,16,18791842,175,F#,Major,55,28,61,7,30,20,16,913,19,960,8,1
572,Golden Dreams,Kanye West,1,2020,5,11,5114,68,248625205,90,E,Major,44,77,79,36,15,29,29,1841,41,1311,38,38
573,Forever Ways,"21 Savage, Taylor Swift",2,2021,1,21,4050,18,140605291,140,C#,Minor,78,45,40,90,38,34,20,1757,24,1484,38,28
574,Wild Story,Billie Eilish,1,2024,9,16,2252,26,35815046,142,F#,Major,61,88,19,82,18,25,38,1162,17,467,13,10
575,Crystal Memories (feat. DJ),Chris Stapleton,1,2022,2,5,2221,2,17353722,77,G,Minor,89,17,82,53,41,30,11,1169,11,669,13,5
576,Electric Nights,"Daft Punk, Olivia Rodrigo",2,2024,5,8,2661,21,22690105,70,C,Major,49,29,32,64,20,25,26,1243,1,1045,7,7
577,Midnight Story,Chris Stapleton,1,2021,1,22,3304,6,67819538,154,G#,Major,70,37,34,68,0,23,19,1218,15,667,2,9
578,Midnight Nights (Deluxe),Daft Punk,1,2021,4,11,2123,20,37410762,107,C#,Major,69,23,41,25,48,24,45,818,0,708,12,3
579,Golden Streets,"Olivia Rodrigo, Adele",2,2023,10,27,1902,26,29080497,177,F#,Major,82,71,86,76,18,20,6,673,10,498,12,5
